province;red;green;blue;x;x;old IDs;;;
2288;53;131;196;Dakelh;x;2604;2288;;
2289;179;219;145;Secwepemc;x;2605;2289;;
2290;116;3;95;Tsilhoqotin;x;2606;2290;;
2291;242;255;46;Okanagan;x;2607;2291;;
2292;14;130;246;Rocky Mountains;x;2608;2292;;
2293;140;131;196;Nisga'a;x;2609;2293;;
2294;77;132;145;Heiltsuk;x;2610;2294;;
2295;203;41;95;Kodiak;x;2611;2295;;
2296;35;221;46;Eyak;x;2612;2296;;
2297;161;131;246;Sitka;x;2613;2297;;
2298;98;31;196;Cotoname;x;2614;2298;;
2299;224;44;145;Guamares;x;2615;2299;;
2300;56;31;95;Seri;x;2616;2300;;
2301;182;201;46;Huichol;x;2617;2301;;
2302;119;154;246;Toboso;x;2618;2302;;
2303;245;31;196;Laguneros;x;2619;2303;;
2304;17;131;145;Nakipa;x;2620;2304;;
2305;143;19;95;Tizapan;x;2621;2305;;
2306;80;31;46;Cuitzeo;x;2622;2306;;
2307;206;154;246;Cutzamala;x;2623;2307;;
2308;38;44;196;Patzcuaro;x;2624;2308;;
2309;164;12;145;Hinonoeino;x;2625;2309;;
2310;101;31;95;Tulucan;x;2626;2310;;
2311;227;201;46;Cihuatlan;x;2627;2311;;
2312;59;132;246;Tepeacac;x;2628;2312;;
2313;185;227;196;Coyolapan;x;2629;2313;;
2314;209;219;145;Chiapas;x;2635;2314;;
2315;41;15;95;Chacujal;x;2636;2315;;
2316;167;37;46;Chortli;x;2637;2316;;
2317;104;124;246;Xoconochco;x;2638;2317;;
2318;230;31;196;Raritan;x;2639;2318;;
2319;104;54;246;Lenca;x;2640;2319;;
2320;62;45;145;Metztitlan;x;2642;2320;;
2321;188;191;95;Apatzingan;x;2643;2321;;
2322;125;31;46;Cholula;x;2644;2322;;
2323;251;188;246;Teloloapan;x;2645;2323;;
2324;3;31;196;Coixtlahuacan;x;2646;2324;;
2325;129;31;145;Cuetlaxtlan;x;2647;2325;;
2326;66;13;95;Yopitzinco;x;2648;2326;;
2327;192;201;46;Tehuantepec;x;2649;2327;;
2328;213;213;95;Iximche;x;2653;2328;;
2329;45;131;46;Baracoa;x;2654;2329;;
2330;108;31;196;Camaguey;x;2656;2330;;
2331;234;31;145;Colima;x;2657;2331;;
2332;6;15;95;Maguana;x;2658;2332;;
2333;132;16;46;Magua;"x 	";2659;2333;;
2334;195;31;196;Uluas;x;2661;2334;;
2335;27;141;145;Olancho;x;2662;2335;;
2336;153;31;95;Nicoya;x;2663;2336;;
2337;90;31;46;Veraguas;x;2664;2337;;
2338;216;31;246;Ais;x;2665;2338;;
2339;48;31;196;Tuintsunde;x;2666;2339;;
2340;174;231;145;Cacaxtes;x;2667;2340;;
2341;111;31;95;Borrado;x;2668;2341;;
2342;237;31;46;Hasinai;x;2669;2342;;
2343;111;61;95;Tkaronto;x;2670;2343;;
2344;237;231;46;Missisage;x;2671;2344;;
2345;192;101;46;Kitkehaki;x;2672;2345;;
2346;51;255;40;Pasai;x;2673;2346;;
2347;60;214;57;Peureulak;x;2674;2347;;
2348;150;146;184;Indragiri;x;2676;2348;;
2349;48;55;127;Southern Sumatra;x;#;2349;Jambi;2677
2350;55;130;71;Muko-Muko;x;2680;2350;;
2351;76;118;155;Pagarruyung;x;2681;2351;;
2352;92;59;239;Pariaman;x;2682;2352;;
2353;130;64;29;Mentawai;x;2683;2353;;
2354;79;130;125;Nias;x;2684;2354;;
2355;237;46;40;Gayo;x;2685;2355;;
2356;216;49;158;Pakuan;x;2687;2356;;
2357;130;85;130;Cirebon;x;2688;2357;;
2358;198;98;83;Kendal;x;2689;2358;;
2359;165;116;117;Pajang;x;2690;2359;;
2360;216;58;34;Kediri;x;2691;2360;;
2361;216;67;201;Madura;x;2692;2361;;
2362;104;16;91;Lombok;x;2693;2362;;
2363;136;210;148;East Gangwon;x;2694;2363;;
2364;107;66;100;East Timor;x;2695;2364;;
2365;181;45;81;Yamdena;x;2696;2365;;
2366;163;70;58;Tondo;x;2697;2366;;
2367;163;207;58;Pangasinan;x;2698;2367;;
2368;255;75;66;Bikol;x;2699;2368;;
2369;197;255;53;Panay;x;2700;2369;;
2370;219;211;164;Tagloc;x;2701;2370;;
2371;65;219;88;Butuan;x;2702;2371;;
2372;104;158;82;Lehad Datu;x;2703;2372;;
2373;132;76;108;Sibu;x;2704;2373;;
2374;131;183;111;Kuching;x;2705;2374;;
2375;255;61;138;Katapang;x;2706;2375;;
2376;234;86;86;Barito;x;2707;2376;;
2377;255;107;28;Sampit;x;2708;2377;;
2378;196;102;196;Tarakan;x;2709;2378;;
2379;87;204;89;Berau;x;2710;2379;;
2380;105;135;119;Bulungan;x;2711;2380;;
2381;175;65;144;Samarinda;x;2712;2381;;
2382;255;228;94;Gorontalo;x;2713;2382;;
2383;255;89;185;Palu;x;2714;2383;;
2384;127;150;255;Palopo;x;2715;2384;;
2385;137;255;124;Buton;x;2716;2385;;
2386;201;219;43;Sula;x;2717;2386;;
2387;241;207;129;Fak-Fak;x;2718;2387;;
2388;119;128;17;Madang;x;2719;2388;;
2389;82;206;171;Lae;x;2720;2389;;
2390;131;198;119;Kerema;x;2721;2390;;
2391;178;198;73;Daru;x;2722;2391;;
2392;33;198;152;Yos Sudarso;x;2723;2392;;
2393;221;212;104;Asmat;x;2724;2393;;
2394;147;120;31;Malgana;x;2726;2394;;
2395;255;141;71;Minang;x;2727;2395;;
2396;93;107;37;;x;4846;2396;Tiwi;2728
2397;255;102;79;Yolngu;x;2729;2397;;
2398;53;255;77;Guugu Yimithirr;x;2731;2398;;
2399;45;107;40;Wulgurukaba;x;2732;2399;;
2400;255;101;63;Baiali;x;2733;2400;;
2401;170;83;124;Yuin;x;2734;2401;;
2402;32;82;163;Gunditjmara;x;2735;2402;;
2403;253;255;158;Nukunu;x;2736;2403;;
2404;124;56;0;Ahuriri;x;2737;2404;;
2405;186;139;0;Waitaha;x;2738;2405;;
2406;152;83;186;Kirikiriroa;x;2739;2406;;
2407;249;177;179;Borneo;x;2740;2407;;
2408;138;58;45;Jeju;x;2741;2408;;
2409;162;64;128;Yukjin;x;2742;2409;;
2410;209;139;185;Gyeongseong;x;2743;2410;;
2411;122;48;97;Nyeongbyeon;x;2744;2411;;
2412;134;53;105;West Gyeongsang;x;2745;2412;;
2413;213;38;84;Vidin;x;2746;2413;;
2414;106;186;80;Khara Narin Ula;x;2747;2414;;
2415;80;32;128;Jianchang;x;2748;2415;;
2416;37;208;234;Tikhvin;x;2749;2416;;
2417;234;227;107;Plovdiv;x;2750;2417;;
2418;68;230;179;Cuenca;x;2751;2418;;
2419;3;196;128;Romsdal;x;2752;2419;;
2420;188;67;67;Narbonne;x;2753;2420;;
2421;231;35;179;La Mancha;x;2754;2421;;
2422;68;8;179;Soria;x;2755;2422;;
2423;166;56;206;Welayta;x;2756;2423;;
2424;86;116;66;Kaffa;x;2757;2424;;
2425;46;186;146;Illubabor;x;2758;2425;;
2426;116;166;116;Gambela;x;2759;2426;;
2427;126;216;46;Hadiya;x;2760;2427;;
2428;134;44;124;Arsi;x;2761;2428;;
2429;120;55;111;Damot;x;2762;2429;;
2430;48;148;218;Asosa;x;2763;2430;;
2431;26;216;116;Ausa;x;2764;2431;;
2432;146;66;126;Assab;x;2765;2432;;
2433;186;46;176;Mendefera;x;2766;2433;;
2434;82;128;128;Enderta;x;2767;2434;;
2435;198;74;105;Angot;x;2768;2435;;
2436;193;91;31;Lasta;x;2769;2436;;
2437;58;147;124;Agew;x;2770;2437;;
2438;71;100;145;Semien;x;2771;2438;;
2439;145;101;5;Dembiya;x;2772;2439;;
2440;151;190;194;Mora;x;2773;2440;;
2441;89;155;254;Afgooye;x;2776;2441;;
2442;89;124;82;Bardera;x;2777;2442;;
2443;178;66;140;Warder;x;2778;2443;;
2444;183;255;142;Afder;x;2779;2444;;
2445;219;174;92;Beledweyne;x;2780;2445;;
2446;89;138;43;Gedo;x;2781;2446;;
2447;206;152;45;Warsheikh;x;2782;2447;;
2448;142;151;215;Galkayo;x;2784;2448;;
2449;255;153;153;El Buur;x;2785;2449;;
2450;86;100;255;Bosaso;x;2786;2450;;
2451;201;151;89;Hamasien;x;2787;2451;;
2452;201;201;89;Hafun;x;2788;2452;;
2453;194;170;163;Las Khorey;x;2789;2453;;
2454;194;89;105;Sanaag;x;2790;2454;;
2455;126;107;255;Ankober;x;2791;2455;;
2456;211;163;46;Togdheer;x;2792;2456;;
2457;97;209;85;Hargeisa;x;2793;2457;;
2458;206;101;70;Meregh;x;2795;2458;;
2459;200;122;110;Shendy;x;2797;2459;;
2460;160;160;88;Soba;x;2798;2460;;
2461;48;97;59;Sennar;x;2799;2461;;
2462;167;174;136;Kosti;x;2800;2462;;
2463;47;174;78;Medwa;x;2801;2463;;
2464;137;75;113;Kobbe;x;2802;2464;;
2465;194;235;0;Delta;x;2803;2465;;
2466;114;125;229;Guasipati;x;2804;2466;;
2467;27;143;57;Uyapari;x;2805;2467;;
2468;208;224;161;Riohacha;x;2806;2468;;
2469;212;203;165;Coro;x;2808;2469;;
2470;193;104;146;Llanos;x;2809;2470;;
2471;196;122;203;Atabapo;x;2811;2471;;
2472;39;189;75;Pore;x;2812;2472;;
2473;68;93;174;Merida;x;2813;2473;;
2474;66;225;110;Meta;x;2814;2474;;
2475;147;198;249;Puerto Carreno;x;2815;2475;;
2476;232;144;132;Guavire;x;2816;2476;;
2477;215;227;10;Nieva;x;2817;2477;;
2478;215;34;10;Popayan;x;2818;2478;;
2479;205;227;166;Darien;x;2819;2479;;
2480;210;55;24;Esmeraldas;x;2820;2480;;
2481;203;13;178;Piwra;x;2821;2481;;
2482;203;230;178;Tucume;x;2822;2482;;
2483;162;29;132;Moyomba;x;2823;2483;;
2484;26;229;50;Wankapampa;x;2824;2484;;
2485;208;231;17;Pisqupampa;x;2825;2485;;
2486;227;10;66;Chimbote;x;2826;2486;;
2487;234;182;195;Huaraz;x;2827;2487;;
2488;155;76;12;Camana;x;2828;2488;;
2489;212;200;121;Ayaviri;x;2829;2489;;
2490;212;54;121;Quero;x;2830;2490;;
2491;129;170;176;Tiahuanaco;x;2831;2491;;
2492;53;203;7;Exaltacion;x;2832;2492;;
2493;203;28;28;Madre de Dios;x;2833;2493;;
2494;229;187;219;Santa Cruz de la Sierra;x;2834;2494;;
2495;227;205;162;Sucre;x;2835;2495;;
2496;121;191;224;Tucuman;x;2836;2496;;
2497;164;195;139;Santa Catalina;x;2837;2497;;
2498;203;49;78;Tarija;x;2838;2498;;
2499;223;236;112;Puna de Atacama;x;2839;2499;;
2500;192;102;234;Calama;x;2840;2500;;
2501;87;166;169;Antofagasta;x;2841;2501;;
2502;74;6;176;Santiago del Estero;x;2842;2502;;
2503;115;227;215;La Rioja;x;2843;2503;;
2504;207;88;96;Chepes;x;2844;2504;;
2505;220;218;83;San Juan;x;2845;2505;;
2506;201;29;167;Quisquisacate;x;2846;2506;;
2507;61;225;80;San Luis;x;2847;2507;;
2508;238;42;55;Montevideo;x;2850;2508;;
2509;102;64;154;Salto;x;2852;2509;;
2510;239;193;128;Yareyu;x;2853;2510;;
2511;39;54;255;Chaco Central;x;2854;2511;;
2512;175;213;219;Misiones;x;2855;2512;;
2513;80;211;231;Highveld;x;2856;2513;;
2514;131;154;204;Rio Grande do Sul;x;2857;2514;;
2515;243;235;206;Itapua;x;2859;2515;;
2516;130;104;224;Sauce;x;2861;2516;;
2517;28;77;217;Coquimbo;x;2862;2517;;
2518;220;131;82;Rio Negro;x;2863;2518;;
2519;16;91;52;Senqu;x;2864;2519;;
2520;196;165;91;Puelches;x;2865;2520;;
2521;234;27;27;Olavarria;x;2866;2521;;
2522;154;92;25;Chanar;x;2867;2522;;
2523;201;74;24;Bahia Blanca;x;2868;2523;;
2524;225;248;32;Florida Blanca;x;2869;2524;;
2525;198;12;148;Tehuelmapu;x;2870;2525;;
2526;162;91;52;Poya;x;2871;2526;;
2527;94;52;213;Chiquiyami;x;2872;2527;;
2528;141;225;31;Chiloe;x;2873;2528;;
2529;27;159;129;Aysen;x;2874;2529;;
2530;179;101;229;Chubut;x;2875;2530;;
2531;58;117;171;Teush;x;2876;2531;;
2532;97;56;208;Mendoza;x;2877;2532;;
2533;191;40;143;Matara;x;2878;2533;;
2534;9;140;159;Santa Tecla;x;2879;2534;;
2535;164;234;53;Griqualand;x;2880;2535;;
2536;124;22;150;Corumba;x;2881;2536;;
2537;140;215;23;Fuerte Borbon;x;2882;2537;;
2538;73;105;12;Melodia;x;2883;2538;;
2539;239;33;57;Povos das Missoes;x;2884;2539;;
2540;237;42;10;Barra;x;2885;2540;;
2541;219;26;16;Parnaiba;x;2886;2541;;
2542;13;172;47;Santa Catarina;x;2887;2542;;
2543;60;68;219;Cuiaba;x;2888;2543;;
2544;101;200;35;Rio Branco;x;2889;2544;;
2545;177;115;49;Santa Ana das Minas;x;2891;2545;;
2546;108;80;213;Araxas;x;2892;2546;;
2547;108;140;23;Ofaie;x;2893;2547;;
2548;51;88;196;Sao Joao del Rei;x;2894;2548;;
2549;50;191;200;Castro;x;2895;2549;;
2550;234;61;69;Campinas;x;2896;2550;;
2551;116;224;158;Araraquara;x;2897;2551;;
2552;237;44;0;Serro;x;2898;2552;;
2553;232;197;34;Vila Rica;x;2899;2553;;
2554;213;84;63;Guapore;x;2900;2554;;
2555;219;210;106;Cerejeiras;x;2901;2555;;
2556;30;80;222;Vila Bela;x;2902;2556;;
2557;225;47;5;Caceres Mato Grosso;x;2903;2557;;
2558;198;166;54;Diamantino;x;2904;2558;;
2559;227;31;59;Rio Das Mortes;x;2905;2559;;
2560;219;44;97;Ipora;x;2906;2560;;
2561;31;236;55;Vila Boa;x;2907;2561;;
2562;231;147;101;Formosa;x;2908;2562;;
2563;56;203;20;Conceicao;x;2909;2563;;
2564;220;138;41;Pontal;x;2910;2564;;
2565;83;46;201;Natividad;x;2911;2565;;
2566;232;205;202;Sergipe;x;2912;2566;;
2567;208;20;175;Jeremoabo;x;2913;2567;;
2568;62;16;191;Inhambupe;x;2914;2568;;
2569;133;105;215;Pambu;x;2915;2569;;
2570;200;153;63;Rio Contas;x;2916;2570;;
2571;81;145;18;Paratinga;x;2917;2571;;
2572;239;221;25;Campo Largo;x;2918;2572;;
2573;128;188;22;Luziana;x;2919;2573;;
2574;241;204;106;Coxim;x;2920;2574;;
2575;217;232;114;Alegoas;x;2921;2575;;
2576;21;102;201;Borborema;x;2922;2576;;
2577;218;229;92;Pastos Bons;x;2923;2577;;
2578;94;145;166;Timon;x;2924;2578;;
2579;49;196;123;Parnagua;x;2925;2579;;
2580;52;123;87;Grajau;x;2926;2580;;
2581;229;22;80;Tucurui;x;2928;2581;;
2582;166;19;60;Para;x;2929;2582;;
2583;239;225;105;Santarem;x;2930;2583;;
2584;44;225;91;Pirara;x;2931;2584;;
2585;44;72;166;Waddai;x;2932;2585;;
2586;43;143;201;Faro;x;2933;2586;;
2587;222;176;35;Manaus;x;2934;2587;;
2588;239;49;105;Muturu;x;2935;2588;;
2589;72;80;35;Guyana;x;2936;2589;;
2590;225;45;45;Suriname;x;2937;2590;;
2591;236;171;15;Oiapoque;x;2938;2591;;
2592;236;78;0;Zaraza;x;2939;2592;;
2593;167;186;36;Chichas (Tupiza);x;2940;2593;;
2594;12;149;188;Choquechaca (Caracaras);x;2941;2594;;
2595;31;124;26;Charcas;x;2942;2595;;
2596;45;116;57;Chachapoyas;x;2943;2596;;
2597;219;84;58;Ucayali;x;2944;2597;;
2598;121;162;208;Yurimaguas;x;2945;2598;;
2599;42;72;201;Quillacas;x;2946;2599;;
2600;68;225;26;Macaya;x;2947;2600;;
2601;196;104;191;Matamba;x;2948;2601;;
2602;72;198;51;Mbata;x;2949;2602;;
2603;32;218;173;Buhera;x;2950;2603;;
2604;236;57;116;Manikya;x;2951;2604;;
2605;236;220;116;Madanda;x;2952;2605;;
2606;107;121;191;Ingolstadt;x;2955;2606;;
2607;224;134;54;Straubing;x;2956;2607;;
2608;70;224;54;Regensburg;x;2957;2608;;
2609;239;33;81;Osterode;x;2958;2609;;
2610;255;133;59;Tarnow;x;2959;2610;;
2611;61;201;123;Sadecki;x;2960;2611;;
2612;241;249;20;Lwow;x;2961;2612;;
2613;208;213;71;Rowne;x;2962;2613;;
2614;85;232;161;Notec/Bydgoszcz;x;2963;2614;;
2615;52;253;37;Vogtland;x;2965;2615;;
2616;32;251;212;Eger;x;2967;2616;;
2617;88;163;215;Budejovice;x;2968;2617;;
2618;121;225;101;Sternberg;x;2969;2618;;
2619;255;239;163;Hradekco;x;2970;2619;;
2620;249;240;1;Paderborn;x;2972;2620;;
2621;205;23;23;Umbria;x;2976;2621;;
2622;248;231;136;Urbino;x;2977;2622;;
2623;99;204;234;Arezzo;x;2978;2623;;
2624;192;219;10;Novara;x;2979;2624;;
2625;241;15;15;Lucca;x;2980;2625;;
2626;222;108;69;Asti;x;2981;2626;;
2627;227;135;53;Syracuse;x;2982;2627;;
2628;150;159;47;Salerno;x;2983;2628;;
2629;206;227;169;Costenza;x;2984;2629;;
2630;223;236;73;Capitanata;x;2985;2630;;
2631;55;246;23;Cagliari;x;2986;2631;;
2632;220;251;47;Urgell;x;2987;2632;;
2633;232;11;11;Tarragona;x;2988;2633;;
2634;200;58;78;Rioja;x;2989;2634;;
2635;181;150;96;Teruel;x;2990;2635;;
2636;243;21;172;Draguignan;x;2991;2636;;
2637;91;125;222;Albenga;x;2992;2637;;
2638;136;48;142;Stargard;x;2993;2638;;
2639;234;228;174;Stolp;x;2995;2639;;
2640;34;25;232;Pomerelia;x;2997;2640;;
2641;48;193;191;Bucaresti;x;2998;2641;;
2642;231;176;70;Nis;x;3000;2642;;
2643;232;5;5;Skopje;x;3001;2643;;
2644;134;198;192;Sarajevo;x;3002;2644;;
2645;188;110;220;Euboea;x;3003;2645;;
2646;239;204;149;Comoros;x;4020;2646;;
2647;244;97;32;Antankara;x;4021;2647;;
2648;142;185;186;Tsimihety;x;4023;2648;;
2649;100;201;61;Maroantsetra;x;4024;2649;;
2650;38;83;21;Vatomandry;x;4025;2650;;
2651;215;80;147;Betsileo;x;4027;2651;;
2652;79;160;47;Mahafaly;x;4028;2652;;
2653;139;53;205;Antanosy;x;4029;2653;;
2654;185;135;224;Bara;x;4030;2654;;
2655;201;54;85;Antsalova;x;4031;2655;;
2656;222;145;161;Fiherana;x;4032;2656;;
2657;217;108;129;Al Qadirif;x;4033;2657;;
2658;155;61;79;Makua;x;4034;2658;;
2659;227;164;55;Ngindo;x;4035;2659;;
2660;234;204;150;Wayao;x;4036;2660;;
2661;200;19;117;Katsekera;x;4037;2661;;
2662;49;155;99;Lolo;x;4038;2662;;
2663;38;234;130;Lundu;x;4039;2663;;
2664;44;52;201;Kalonga;x;4040;2664;;
2665;145;165;177;Kinga;x;4041;2665;;
2666;220;30;106;Makonde;x;4042;2666;;
2667;171;67;109;Phangwa;x;4043;2667;;
2668;219;159;183;Ngonde;x;4044;2668;;
2669;44;123;42;Tumbuka;x;4045;2669;;
2670;106;189;104;Lala;x;4046;2670;;
2671;33;220;28;Nsenga;x;4047;2671;;
2672;225;80;159;Lomwe;x;4048;2672;;
2673;123;127;208;Ibo;x;4049;2673;;
2674;210;164;53;Luangwa;x;4050;2674;;
2675;46;174;176;Ewaso Ngiro;x;4051;2675;;
2676;28;134;135;Dawa;x;4052;2676;;
2677;208;113;137;Turkana;x;4053;2677;;
2678;57;112;35;Kuria;x;4054;2678;;
2679;169;127;77;Shamba;x;4055;2679;;
2680;234;32;70;Gogo;x;4056;2680;;
2681;78;126;60;Nyatura;x;4057;2681;;
2682;30;188;53;Zigua;x;4058;2682;;
2683;215;196;132;Shaga;x;4059;2683;;
2684;215;17;73;Kikuyu;x;4060;2684;;
2685;141;193;135;Buzinza;x;4061;2685;;
2686;57;208;42;Basoga;x;4062;2686;;
2687;203;160;93;Karagwe;x;4063;2687;;
2688;172;118;32;Buganda;x;4064;2688;;
2689;220;52;0;Bunyoro;x;4065;2689;;
2690;187;203;173;Ndorwe;x;4066;2690;;
2691;133;213;62;Nduga;x;4067;2691;;
2692;97;177;26;Buzozo;x;4068;2692;;
2693;28;191;70;Bushubi;x;4069;2693;;
2694;219;44;196;Nkoma;x;4070;2694;;
2695;207;205;37;Buyogoma;x;4071;2695;;
2696;181;113;48;Ruguru;x;4072;2696;;
2697;227;125;26;Hehe;x;4073;2697;;
2698;239;192;146;Pubungo;x;4074;2698;;
2699;191;117;46;Lango;x;4075;2699;;
2700;53;152;36;Muhambwe;x;4076;2700;;
2701;145;76;136;Rukwa;x;4077;2701;;
2702;219;94;40;Mayumba;x;4078;2702;;
2703;220;158;209;Ngoyo;x;4079;2703;;
2704;120;115;207;Soyo;x;4080;2704;;
2705;82;225;176;Tyo;x;4081;2705;;
2706;217;90;204;Kasanje;x;4082;2706;;
2707;217;173;199;Shinje;x;4083;2707;;
2708;32;114;111;Malem;x;4084;2708;;
2709;87;220;115;Yaka;x;4085;2709;;
2710;219;217;53;Nunu;x;4086;2710;;
2711;52;121;25;Kumbana;x;4087;2711;;
2712;213;60;93;Munene;x;4088;2712;;
2713;96;201;25;Kuba;x;4089;2713;;
2714;219;217;76;Songye;x;4090;2714;;
2715;101;224;33;Mpasu;x;4091;2715;;
2716;140;15;150;Rund;x;4092;2716;;
2717;150;15;175;Lwena;x;4093;2717;;
2718;160;15;200;Chokwe;x;4094;2718;;
2719;170;15;100;Ishindi;x;4095;2719;;
2720;180;15;150;Kalundwe;x;4096;2720;;
2721;190;15;175;Luba;x;4097;2721;;
2722;200;15;200;Upemba;x;4098;2722;;
2723;210;15;100;Hemba;x;4099;2723;;
2724;220;15;150;Luapala;x;4100;2724;;
2725;230;15;175;Lualaba;x;4101;2725;;
2726;240;15;200;Bemba;x;4102;2726;;
2727;250;15;100;Tabwa;x;4103;2727;;
2728;207;15;150;Lamba;x;4104;2728;;
2729;207;15;175;Kusu;x;4105;2729;;
2730;207;15;200;Lenje;x;4106;2730;;
2731;197;15;100;Kanongesha;x;4107;2731;;
2732;207;15;100;Kaonde;x;4108;2732;;
2733;197;15;150;Lega;x;4109;2733;;
2734;231;127;43;Sutherland;x;4110;2734;;
2735;157;124;213;Aurilac;x;4112;2735;;
2736;103;160;108;Uleaborg;x;4113;2736;;
2737;145;85;134;Lapland;x;4114;2737;;
2738;156;39;189;Mazyr;x;4115;2738;;
2739;119;162;166;Belyov;x;4116;2739;;
2740;205;163;151;Bezhetsk;x;4117;2740;;
2741;180;212;180;Desmond;x;4118;2741;;
2742;177;112;53;Sligo;x;4119;2742;;
2743;185;241;202;Ulster;x;4121;2743;;
2744;43;136;207;Shenkursk;x;4122;2744;;
2745;43;106;43;Birkaland;x;4123;2745;;
2746;109;195;109;Kexholm;x;4124;2746;;
2747;210;205;68;Szolnok;x;4125;2747;;
2748;229;71;55;Bacs;x;4126;2748;;
2749;146;198;217;Turda;x;4127;2749;;
2750;142;201;142;Kiralyf�;x;4128;2750;;
2751;53;164;53;Ust-Vym;x;4129;2751;;
2752;222;47;96;Somerset;x;4130;2752;;
2753;227;54;54;Nanbu;x;4131;2753;;
2754;70;229;231;Mweru;x;4132;2754;;
2755;88;239;241;Kivu;x;4133;2755;;
2756;103;216;217;Rutanzige;x;4134;2756;;
2757;139;230;231;Lake Albert;x;4135;2757;;
2758;45;225;227;Zaysan;x;4136;2758;;
2759;79;222;224;Alakol;x;4137;2759;;
2760;40;196;198;Issyk-Kul;x;4138;2760;;
2761;54;54;236;Oulujarvi;x;4139;2761;;
2762;127;186;98;Smalenene;x;4143;2762;;
2763;222;69;44;Bratsberg;x;4144;2763;;
2764;201;191;169;Agdesiden;x;4145;2764;;
2765;225;223;19;Jotenheimen;x;4146;2765;;
2766;74;217;74;Rostov;x;4147;2766;;
2767;222;151;200;Luki;x;4148;2767;;
2768;44;184;44;Kolding;x;4149;2768;;
2769;145;151;212;Evora;x;4150;2769;;
2770;208;10;168;Kuusamo;x;4151;2770;;
2771;113;153;0;Enare;x;4152;2771;;
2772;225;223;21;Scandes;x;4153;2772;;
2773;225;223;23;Pyrenees;x;4154;2773;;
2774;225;223;25;Carpathians;x;4155;2774;;
2775;225;223;27;Caucasus;x;4156;2775;;
2776;225;223;29;The Alps;x;4157;2776;;
2777;117;150;26;Janjero;x;4158;2777;;
2778;237;230;38;Alps2;x;4159;2778;;
2779;224;220;117;Alps3;x;4160;2779;;
2780;208;202;39;Alps4;x;4161;2780;;
2781;231;224;22;Alps5;x;4162;2781;;
2782;220;144;23;Elfsborg;x;4163;2782;;
2783;150;213;76;Dalsland;x;4164;2783;;
2784;220;78;202;Goinge;x;4165;2784;;
2785;54;157;76;Tioharad;x;4166;2785;;
2786;195;207;97;High Atlas;x;4167;2786;;
2787;135;142;79;High Atlas2;x;4168;2787;;
2788;222;203;239;Aures;x;4169;2788;;
2789;111;33;184;Zagros;x;4170;2789;;
2790;176;122;149;Abarquh;x;4171;2790;;
2791;22;236;239;Zagros2;x;4172;2791;;
2792;106;34;172;Syrmia;x;4173;2792;;
2793;15;161;198;Lezhe;x;4175;2793;;
2794;81;63;217;Branicevo;x;4176;2794;;
2795;222;79;239;Elburz;x;4177;2795;;
2796;16;119;24;Pontic Mountains;x;4178;2796;;
2797;24;212;37;Armenian Highlands;x;4179;2797;;
2798;224;105;71;Hyuga;x;4180;2798;;
2799;171;64;58;Higo;x;4181;2799;;
2800;222;162;158;Hizen;x;4182;2800;;
2801;148;243;182;Iwami;x;4183;2801;;
2802;29;167;101;Bizen;x;4184;2802;;
2803;136;40;113;Tango;x;4185;2803;;
2804;164;211;156;Iyo;x;4186;2804;;
2805;137;170;36;Kii;x;4187;2805;;
2806;219;191;83;Shinano;x;4188;2806;;
2807;183;128;213;Sagami;x;4189;2807;;
2808;150;104;225;Shimotsuke;x;4191;2808;;
2809;207;150;214;Ugo;x;4192;2809;;
2810;102;179;145;Oshima;x;4193;2810;;
2811;94;52;48;Yongping;x;4194;2811;;
2812;151;185;125;Zhending;x;4195;2812;;
2813;148;197;227;Huangzhou;x;4197;2813;;
2814;56;144;141;Fengxiang;x;4198;2814;;
2815;45;117;59;Tongren;x;4199;2815;;
2816;29;161;216;Hulan;x;4200;2816;;
2817;44;97;35;Jianzhou;x;4201;2817;;
2818;186;143;58;Taining;x;4202;2818;;
2819;89;66;107;Ju Ud;x;4203;2819;;
2820;44;45;128;Anding;x;4204;2820;;
2821;35;68;112;Nagchu;x;4205;2821;;
2822;38;129;72;Balikul;x;4206;2822;;
2823;129;51;84;Turpan;x;4207;2823;;
2824;196;198;53;Qurqara-usu;x;4208;2824;;
2825;129;112;172;Maralbexi;x;4209;2825;;
2826;101;69;107;Yangi Hissar;x;4210;2826;;
2827;72;32;16;Dazhou;x;4211;2827;;
2828;122;61;105;Jiazhou;x;4212;2828;;
2829;40;46;10;Luzhou;x;4213;2829;;
2830;26;53;83;Kalar;x;4214;2830;;
2831;74;143;77;Ulch;x;4216;2831;;
2832;52;80;119;Pijin;x;4217;2832;;
2833;69;105;171;Buteha;x;4218;2833;;
2834;117;42;41;Bayan Tumen;x;4219;2834;;
2835;44;113;137;Khiagt;x;4220;2835;;
2836;148;144;46;Dundgovi;x;4221;2836;;
2837;50;81;144;Ulaangom;x;4222;2837;;
2838;209;115;2;Hetao;x;4223;2838;;
2839;36;150;179;Tokai Sea;x;4224;2839;;
2840;64;173;200;Coast of Hokkaido;x;4225;2840;;
2841;29;124;148;North Japan Basin;x;4226;2841;;
2842;105;96;64;Daegu;x;4227;2842;;
2843;195;44;140;Naju;x;4228;2843;;
2844;188;200;56;Chungju;x;4229;2844;;
2845;158;186;44;Suwon;x;4230;2845;;
2846;145;81;35;Ganggye;x;4232;2846;;
2847;31;182;184;Bahai Sea;x;4233;2847;;
